"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상"
"대구광역시 중구 대신동(2711059500)","7,484","7,484","691","525","696","1,097","1,168","1,174","1,105","650","334","42","2"
"대구광역시 중구 남산1동(2711064000)","4,294","4,294","174","250","825","557","545","632","640","421","225","24","1"
"대구광역시 중구 남산2동(2711065000)","7,274","7,274","755","547","876","1,300","1,186","1,002","739","560","256","50","3"
"대구광역시 중구 남산3동(2711066000)","6,231","6,231","375","536","587","704","1,020","1,008","926","657","365","53","0"
"대구광역시 중구 남산4동(2711067000)","16,504","16,504","1,572","1,407","1,667","2,499","2,589","2,473","2,069","1,415","725","85","3"
"대구광역시 중구 대봉1동(2711068000)","7,821","7,821","547","687","1,022","993","1,144","1,293","945","661","463","66","0"
"대구광역시 중구 대봉2동(2711069000)","4,694","4,694","399","352","488","751","757","786","589","377","171","23","1"
"대구광역시 동구 (2714000000)","342,627","342,627","22,223","26,195","37,479","43,615","50,178","56,560","55,617","32,700","16,135","1,884","41"
"대구광역시 동구 신암1동(2714051000)","10,676","10,676","870","548","1,107","1,526","1,425","1,633","1,674","1,121","698","69","5"
"대구광역시 동구 신암2동(2714052000)","11,112","11,112","987","939","912","1,565","1,840","1,668","1,511","1,043","573","73","1"
"대구광역시 동구 신암3동(2714053000)","11,014","11,014","1,215","708","1,049","1,957","1,616","1,607","1,471","896","439","55","1"
"대구광역시 동구 신암4동(2714054000)","14,970","14,970","728","788","2,081","2,352","1,875","2,567","2,473","1,393","643","68","2"
"대구광역시 동구 신암5동(2714054100)","7,783","7,783","440","430","801","1,041","979","1,305","1,457","851","441","38","0"
"대구광역시 동구 신천1.2동(2714055500)","12,075","12,075","507","764","1,315","1,300","1,579","2,052","2,140","1,500","825","93","0"
"대구광역시 동구 신천3동(2714057000)","14,536","14,536","1,202","1,215","1,669","2,311","2,284","2,388","1,856","1,029","511","71","0"
"대구광역시 동구 신천4동(2714058000)","8,138","8,138","316","359","1,347","1,342","1,062","1,217","1,258","822","365","48","2"
"대구광역시 동구 효목1동(2714059000)","12,621","12,621","353","610","1,433","1,144","1,405","2,206","2,718","1,785","888","78","1"
"대구광역시 동구 효목2동(2714060000)","13,375","13,375","615","930","1,464","1,588","1,799","2,249","2,404","1,486","750","88","2"
"대구광역시 동구 도평동(2714061500)","3,805","3,805","137","187","535","376","385","644","787","469","261","24","0"
"대구광역시 동구 불로.봉무동(2714062000)","20,568","20,568","1,637","2,334","2,004","2,227","3,730","3,355","2,937","1,587","655","99","3"
"대구광역시 동구 지저동(2714064000)","13,609","13,609","480","747","1,465","1,365","1,533","2,522","3,048","1,609","756","82","2"
"대구광역시 동구 동촌동(2714065500)","14,924","14,924","669","800","1,760","1,701","1,834","2,602","2,989","1,658","814","95","2"
"대구광역시 동구 방촌동(2714067000)","17,964","17,964","682","1,147","2,002","1,707","2,081","3,347","3,671","2,081","1,109","133","4"
"대구광역시 동구 해안동(2714068500)","14,369","14,369","565","826","1,611","1,461","1,691","2,534","2,844","1,822","905","106","4"
"대구광역시 동구 안심1동(2714072000)","39,787","39,787","2,706","3,524","4,215","4,570","6,204","6,477","6,554","3,590","1,722","222","3"
"대구광역시 동구 안심2동(2714073000)","13,613","13,613","851","844","1,521","1,844","1,840","2,516","2,288","1,290","557","62","0"
"대구광역시 동구 안심3동(2714074200)","21,139","21,139","1,895","2,658","2,239","2,720","4,039","3,293","2,122","1,400","692","78","3"
"대구광역시 동구 안심4동(2714074700)","27,610","27,610","1,858","2,751","3,415","3,449","4,383","4,767","3,885","2,046","949","105","2"
"대구광역시 동구 혁신동(2714075500)","17,942","17,942","2,297","1,772","1,604","3,735","3,763","1,878","1,702","838","309","42","2"
"대구광역시 동구 공산동(2714076000)","20,997","20,997","1,213","1,314","1,930","2,334","2,831","3,733","3,828","2,384","1,273","155","2"
"대구광역시 서구 (2717000000)","161,149","161,149","6,293","9,499","17,142","17,500","19,896","30,157","32,793","18,383","8,548","919","19"
"대구광역시 서구 내당1동(2717051000)","9,960","9,960","604","495","1,226","1,446","1,282","1,644","1,775","969","470","48","1"
"대구광역시 서구 내당2.3동(2717052500)","8,834","8,834","209","383","933","780","968","1,700","1,932","1,226","641","62","0"
"대구광역시 서구 내당4동(2717054000)","15,511","15,511","479","981","1,893","1,817","1,922","2,745","3,075","1,736","762","98","3"
"대구광역시 서구 비산1동(2717055000)","8,842","8,842","194","518","849","769","1,026","1,829","1,903","1,147","559","48","0"
"대구광역시 서구 비산2.3동(2717056500)","8,538","8,538","199","391","759","687","864","1,611","1,928","1,302","732","64","1"
"대구광역시 서구 비산4동(2717058000)","9,143","9,143","262","460","974","856","1,076","1,820","2,013","1,147","485","49","1"
"대구광역시 서구 비산5동(2717059000)","5,530","5,530","136","247","478","490","592","1,057","1,205","863","419","43","0"
"대구광역시 서구 비산6동(2717060000)","7,026","7,026","154","339","774","599","775","1,438","1,602","862","434","47","2"
"대구광역시 서구 비산7동(2717061000)","9,072","9,072","291","428","859","886","996","1,872","2,011","1,152","533","42","2"
"대구광역시 서구 평리1동(2717062000)","7,171","7,171","211","405","741","638","844","1,423","1,536","848","469","55","1"
"대구광역시 서구 평리2동(2717063000)","7,436","7,436","418","579","706","779","1,053","1,297","1,460","792","321","30","1"
"대구광역시 서구 평리3동(2717064000)","10,251","10,251","426","543","1,028","1,201","1,268","1,909","2,172","1,140","506","58","0"
"대구광역시 서구 평리4동(2717065000)","16,752","16,752","842","1,219","1,811","1,853","2,347","3,079","3,217","1,610","684","88","2"
"대구광역시 서구 평리5동(2717066000)","3,376","3,376","259","201","406","638","465","501","523","270","106","7","0"
"대구광역시 서구 평리6동(2717066100)","5,538","5,538","288","280","663","912","635","1,049","1,025","478","183","25","0"
"대구광역시 서구 상중이동(2717067500)","18,867","18,867","899","1,549","2,083","1,944","2,590","3,473","3,716","1,794","716","98","5"
"대구광역시 서구 원대동(2717069500)","9,302","9,302","422","481","959","1,205","1,193","1,710","1,700","1,047","528","57","0"
"대구광역시 남구 (2720000000)","140,132","140,132","5,806","8,500","18,383","16,510","18,161","23,434","24,367","15,357","8,457","1,135","22"
"대구광역시 남구 이천동(2720051500)","12,688","12,688","748","970","1,241","1,431","1,872","2,127","1,857","1,400","899","143","0"
"대구광역시 남구 봉덕1동(2720053000)","8,503","8,503","252","405","988","1,002","1,113","1,484","1,572","967","631","86","3"
"대구광역시 남구 봉덕2동(2720054000)","12,943","12,943","1,034","1,068","1,099","1,657","1,881","2,024","2,051","1,270","748","109","2"
"대구광역시 남구 봉덕3동(2720055000)","15,399","15,399","638","1,117","1,763","1,540","2,102","2,615","2,771","1,692","1,008","152","1"
"대구광역시 남구 대명1동(2720056000)","10,329","10,329","340","672","1,466","1,167","1,306","1,829","1,799","1,127","553","66","4"
"대구광역시 남구 대명2동(2720057100)","11,978","11,978","525","669","2,318","1,744","1,431","1,771","1,712","1,098","628","82","0"
"대구광역시 남구 대명3동(2720058600)","10,128","10,128","239","515","1,420","1,068","1,190","1,733","1,929","1,302","655","77","0"
"대구광역시 남구 대명4동(2720059000)","10,183","10,183","337","512","1,361","1,057","1,114","1,763","2,152","1,224","586","75","2"
"대구광역시 남구 대명5동(2720060000)","5,656","5,656","156","302","1,210","630","603","860","918","622","307","48","0"
"대구광역시 남구 대명6동(2720061000)","11,258","11,258","567","711","1,514","1,509","1,632","1,917","1,799","1,034","504","68","3"
"대구광역시 남구 대명9동(2720064000)","14,519","14,519","525","818","1,989","1,843","1,981","2,511","2,472","1,513","766","99","2"
"대구광역시 남구 대명10동(2720065000)","8,575","8,575","224","398","1,146","990","1,037","1,431","1,631","1,052","594","68","4"
"대구광역시 남구 대명11동(2720066000)","7,973","7,973","221","343","868","872","899","1,369","1,704","1,056","578","62","1"
"대구광역시 북구 (2723000000)","422,571","422,571","26,755","39,551","57,048","49,050","64,139","77,316","61,249","30,600","15,016","1,804","43"
"대구광역시 북구 고성동(2723051000)","7,551","7,551","847","535","702","1,672","1,184","950","838","541","246","35","1"
"대구광역시 북구 칠성동(2723052600)","22,408","22,408","1,804","2,103","2,574","3,200","3,917","3,285","2,833","1,642","922","123","5"
"대구광역시 북구 침산1동(2723055000)","3,805","3,805","125","166","369","391","397","746","919","455","206","29","2"
"대구광역시 북구 침산2동(2723056000)","17,932","17,932","1,679","2,269","1,850","2,191","3,396","2,870","1,993","1,084","537","60","3"
"대구광역시 북구 침산3동(2723057000)","18,831","18,831","1,328","2,054","2,032","1,879","3,037","3,446","2,658","1,531","783","80","3"
"대구광역시 북구 산격1동(2723061000)","8,417","8,417","170","364","703","657","850","1,598","1,970","1,348","689","67","1"
"대구광역시 북구 산격2동(2723062000)","10,178","10,178","433","758","1,300","1,076","1,231","1,995","1,887","975","469","52","2"
"대구광역시 북구 산격3동(2723063000)","8,925","8,925","185","407","2,762","1,081","910","1,087","1,262","792","391","48","0"
"대구광역시 북구 산격4동(2723063100)","7,877","7,877","222","420","1,018","936","928","1,320","1,585","936","457","54","1"
"대구광역시 북구 대현동(2723064500)","16,570","16,570","754","1,093","2,793","1,688","2,235","2,600","2,613","1,717","958","118","1"
"대구광역시 북구 복현1동(2723067100)","7,217","7,217","120","264","2,511","979","707","990","981","440","200","25","0"
"대구광역시 북구 복현2동(2723067200)","30,008","30,008","2,071","3,028","4,125","3,886","4,600","5,187","4,311","1,872","803","123","2"
"대구광역시 북구 검단동(2723068000)","6,018","6,018","186","319","595","613","751","1,015","1,332","791","378","38","0"
"대구광역시 북구 무태조야동(2723069500)","34,791","34,791","2,821","3,560","3,783","3,848","6,192","6,754","4,454","2,371","917","90","1"
"대구광역시 북구 관문동(2723071500)","34,543","34,543","3,549","3,297","3,140","4,715","6,314","5,699","4,782","2,103","819","123","2"
"대구광역시 북구 태전1동(2723072500)","22,142","22,142","1,003","1,636","4,017","2,490","2,741","4,079","3,562","1,647","844","119","4"
"대구광역시 북구 태전2동(2723073500)","23,309","23,309","1,209","2,113","3,327","2,459","3,214","4,497","3,764","1,816","821","86","3"
"대구광역시 북구 구암동(2723074500)","33,078","33,078","1,829","4,112","4,645","3,002","5,348","7,229","4,182","1,656","950","121","4"
"대구광역시 북구 관음동(2723075000)","15,385","15,385","598","1,239","1,966","1,484","1,868","3,245","2,961","1,264","692","65","3"
"대구광역시 북구 읍내동(2723077000)","25,416","25,416","1,318","2,066","3,647","3,008","3,118","5,099","4,268","1,774","1,000","114","4"
"대구광역시 북구 동천동(2723078000)","26,527","26,527","1,576","3,610","3,793","2,508","4,494","5,904","2,668","1,189","710","75","0"
"대구광역시 북구 노원동(2723079000)","10,670","10,670","441","521","990","1,283","1,319","1,889","2,364","1,338","470","55","0"
"대구광역시 북구 국우동(2723080000)","30,973","30,973","2,487","3,617","4,406","4,004","5,388","5,832","3,062","1,318","754","104","1"
"대구광역시 수성구 (2726000000)","406,802","406,802","25,640","47,328","47,451","40,173","65,640","74,442","56,575","30,985","16,204","2,315","49"
"대구광역시 수성구 범어1동(2726051000)","15,915","15,915","1,432","2,069","1,717","1,638","2,891","2,755","1,744","1,035","575","58","1"
"대구광역시 수성구 범어2동(2726052000)","14,772","14,772","908","1,649","2,050","1,778","2,337","2,595","1,831","1,020","542","62","0"
"대구광역시 수성구 범어3동(2726053000)","17,454","17,454","1,980","2,287","1,876","2,201","3,547","2,898","1,473","765","378","48","1"
"대구광역시 수성구 범어4동(2726054000)","19,641","19,641","1,496","4,440","1,799","1,130","4,715","3,271","1,452","864","413","60","1"
"대구광역시 수성구 만촌1동(2726055000)","21,470","21,470","1,392","2,237","2,449","2,017","3,174","3,953","3,213","1,868","1,007","157","3"
"대구광역시 수성구 만촌2동(2726056000)","10,373","10,373","424","920","1,560","1,146","1,353","1,970","1,580","884","473","62","1"
"대구광역시 수성구 만촌3동(2726056100)","20,538","20,538","1,210","3,977","2,365","1,376","4,352","3,853","1,784","1,028","529","63","1"
"대구광역시 수성구 수성1가동(2726057000)","17,006","17,006","947","2,011","1,880","1,332","2,646","3,197","2,234","1,672","947","130","10"
"대구광역시 수성구 수성2.3가동(2726058000)","11,050","11,050","754","1,551","1,134","841","1,968","1,969","1,430","874","472","55","2"
"대구광역시 수성구 수성4가동(2726059000)","13,588","13,588","592","1,187","1,657","1,289","1,759","2,757","2,222","1,287","740","94","4"
"대구광역시 수성구 황금1동(2726060100)","22,617","22,617","1,700","3,679","2,416","1,635","4,182","4,257","2,687","1,310","640","107","4"
"대구광역시 수성구 황금2동(2726060200)","11,747","11,747","760","919","1,532","1,661","1,842","1,866","1,606","1,034","473","54","0"
"대구광역시 수성구 중동(2726061000)","13,075","13,075","1,051","955","1,472","1,812","2,189","2,194","1,786","1,035","507","73","1"
"대구광역시 수성구 상동(2726062000)","15,261","15,261","718","1,185","1,680","1,649","2,178","2,672","2,685","1,562","801","129","2"
"대구광역시 수성구 파동(2726063000)","11,790","11,790","729","934","974","1,196","1,702","1,944","2,146","1,417","647","99","2"
